,title,price,izmer,location,seller,seller_link,date,link
1607,Селитра серосодержащая 6S,12700.00,за Тонну,"Удмуртская Р-ка,  Ижевск", ,https://agroru.com/doska/selitra-serosoderzhaschaya-6s-71695.htm,07.04.2019,https://agroru.com/doska/selitra-serosoderzhaschaya-6s-71695.htm
1608,"Карбамид  А, Б. ГОСТ.",25600.00,за Тонну,"Хабаровский край,  Хабаровск", ,https://agroru.com/doska/karbamid-a-b-gost-59752.htm,07.04.2019,https://agroru.com/doska/karbamid-a-b-gost-59752.htm
1609,Туковые смеси (тукосмеси) различных марок,20000.00,за Тонну,"Хабаровский край,  Хабаровск", ,https://agroru.com/doska/tukovye-smesi-tukosmesi-razlichnyh-marok-51271.htm,07.04.2019,https://agroru.com/doska/tukovye-smesi-tukosmesi-razlichnyh-marok-51271.htm
1610,"Селитра аммиачная (N 34,4)",16000.00,за Тонну,"Курганская область,  Курган", ,https://agroru.com/doska/selitra-ammiachnaya-n-34-4-98727.htm,07.04.2019,https://agroru.com/doska/selitra-ammiachnaya-n-34-4-98727.htm
1611,"Карбамид  А, Б. ГОСТ.",25600.00,за Тонну,"Р-ка Бурятия,  Улан-Удэ", ,https://agroru.com/doska/karbamid-a-b-gost-27470.htm,07.04.2019,https://agroru.com/doska/karbamid-a-b-gost-27470.htm
1612,"Селитра аммиачная (N 34,4)",15000.00,за Тонну,"Тюменская область,  Тюмень", ,https://agroru.com/doska/selitra-ammiachnaya-n-34-4-43349.htm,07.04.2019,https://agroru.com/doska/selitra-ammiachnaya-n-34-4-43349.htm
1613,Карбамид (мочевина) марки Б ГОСТ 2081-2010,20600.00,за Тонну,"Свердловская область,  Екатеринбург", ,https://agroru.com/doska/karbamid-mochevina-marki-b-gost-2081-2010-26969.htm,07.04.2019,https://agroru.com/doska/karbamid-mochevina-marki-b-gost-2081-2010-26969.htm
1614,"Карбамид  А, Б. ГОСТ.",25600.00,за Тонну,"Республика Тыва,  Кызыл", ,https://agroru.com/doska/karbamid-a-b-gost-19793.htm,07.04.2019,https://agroru.com/doska/karbamid-a-b-gost-19793.htm
1615,"Селитра аммиачная (N 34,4)",15000.00,за Тонну,"Омская область,  Омск", ,https://agroru.com/doska/selitra-ammiachnaya-n-34-4-91567.htm,07.04.2019,https://agroru.com/doska/selitra-ammiachnaya-n-34-4-91567.htm
1616,"Селитра аммиачная (N 34,4)",15000.00,за Тонну,"Томская область,  Томск", ,https://agroru.com/doska/selitra-ammiachnaya-n-34-4-4812.htm,07.04.2019,https://agroru.com/doska/selitra-ammiachnaya-n-34-4-4812.htm
1617,"Селитра аммиачная (N 34,4)",15000.00,за Тонну,"Алтайский край,  Барнаул", ,https://agroru.com/doska/selitra-ammiachnaya-n-34-4-95587.htm,07.04.2019,https://agroru.com/doska/selitra-ammiachnaya-n-34-4-95587.htm
1618,Селитра аммиачная марка Б ГОСТ 2-2013,14300.00,за Тонну,"Забайкальский край,  Чита", ,https://agroru.com/doska/selitra-ammiachnaya-marka-b-gost-2-2013-29870.htm,07.04.2019,https://agroru.com/doska/selitra-ammiachnaya-marka-b-gost-2-2013-29870.htm
1619,"Селитра аммиачная (N 34,4)",15000.00,за Тонну,"Кемеровская область,  Кемерово", ,https://agroru.com/doska/selitra-ammiachnaya-n-34-4-27538.htm,07.04.2019,https://agroru.com/doska/selitra-ammiachnaya-n-34-4-27538.htm
1620,"Селитра аммиачная (N 34,4)",15000.00,за Тонну,"Р-ка Алтай,  Горно-Алтайск", ,https://agroru.com/doska/selitra-ammiachnaya-n-34-4-37466.htm,07.04.2019,https://agroru.com/doska/selitra-ammiachnaya-n-34-4-37466.htm
1621,"Селитра аммиачная (N 34,4)",15000.00,за Тонну,"Красноярский край,  Красноярск", ,https://agroru.com/doska/selitra-ammiachnaya-n-34-4-85871.htm,07.04.2019,https://agroru.com/doska/selitra-ammiachnaya-n-34-4-85871.htm
1622,Селитра аммиачная марка Б ГОСТ 2-2013,14300.00,за Тонну,"Хабаровский край,  Хабаровск", ,https://agroru.com/doska/selitra-ammiachnaya-marka-b-gost-2-2013-42187.htm,07.04.2019,https://agroru.com/doska/selitra-ammiachnaya-marka-b-gost-2-2013-42187.htm
1623,"Селитра аммиачная (N 34,4)",15000.00,за Тонну,"Р-ка Хакасия,  Абакан", ,https://agroru.com/doska/selitra-ammiachnaya-n-34-4-57814.htm,07.04.2019,https://agroru.com/doska/selitra-ammiachnaya-n-34-4-57814.htm
1624,"Селитра аммиачная (N 34,4)",15000.00,за Тонну,"Иркутская область,  Иркутск", ,https://agroru.com/doska/selitra-ammiachnaya-n-34-4-12850.htm,07.04.2019,https://agroru.com/doska/selitra-ammiachnaya-n-34-4-12850.htm
1625,Селитра аммиачная марка Б ГОСТ 2-2013,15200.00,за Тонну,"Сахалинская область,  Южно-Сахалинск", ,https://agroru.com/doska/selitra-ammiachnaya-marka-b-gost-2-2013-47328.htm,07.04.2019,https://agroru.com/doska/selitra-ammiachnaya-marka-b-gost-2-2013-47328.htm
1626,"Карбамид (мочевина) марки А, Б (N = 46,2%)",22000.00,за Тонну,"Иркутская область,  Иркутск", ,https://agroru.com/doska/karbamid-mochevina-marki-amp-quot-a-amp-quot-amp-quot-b-amp--42200.htm,07.04.2019,https://agroru.com/doska/karbamid-mochevina-marki-amp-quot-a-amp-quot-amp-quot-b-amp--42200.htm
1627,"Карбамид (мочевина) марки А, Б (N = 46,2%)",22000.00,за Тонну,"Р-ка Хакасия,  Абакан", ,https://agroru.com/doska/karbamid-mochevina-marki-amp-quot-a-amp-quot-amp-quot-b-amp--94834.htm,07.04.2019,https://agroru.com/doska/karbamid-mochevina-marki-amp-quot-a-amp-quot-amp-quot-b-amp--94834.htm
1628,"Карбамид (мочевина) марки А, Б (N = 46,2%)",22000.00,за Тонну,"Красноярский край,  Красноярск", ,https://agroru.com/doska/karbamid-mochevina-marki-amp-amp-quot-a-amp-amp-quot-amp-amp-95891.htm,07.04.2019,https://agroru.com/doska/karbamid-mochevina-marki-amp-amp-quot-a-amp-amp-quot-amp-amp-95891.htm
1629,"Карбамид (мочевина) марки А, Б (N = 46,2%)",22000.00,за Тонну,"Р-ка Алтай,  Горно-Алтайск", ,https://agroru.com/doska/karbamid-mochevina-marki-amp-quot-a-amp-quot-amp-quot-b-amp--48755.htm,07.04.2019,https://agroru.com/doska/karbamid-mochevina-marki-amp-quot-a-amp-quot-amp-quot-b-amp--48755.htm
1630,"Карбамид (мочевина) марки А, Б (N = 46,2%)",22000.00,за Тонну,"Кемеровская область,  Кемерово", ,https://agroru.com/doska/karbamid-mochevina-marki-amp-quot-a-amp-quot-amp-quot-b-amp--22797.htm,07.04.2019,https://agroru.com/doska/karbamid-mochevina-marki-amp-quot-a-amp-quot-amp-quot-b-amp--22797.htm
1631,"Карбамид (мочевина) марки А, Б (N = 46,2%)",22000.00,за Тонну,"Алтайский край,  Барнаул", ,https://agroru.com/doska/karbamid-mochevina-marki-amp-quot-a-amp-quot-amp-quot-b-amp--99460.htm,07.04.2019,https://agroru.com/doska/karbamid-mochevina-marki-amp-quot-a-amp-quot-amp-quot-b-amp--99460.htm
1632,Туковые смеси (тукосмеси) различных марок,20000.00,за Тонну,"Забайкальский край,  Чита", ,https://agroru.com/doska/tukovye-smesi-tukosmesi-razlichnyh-marok-92631.htm,07.04.2019,https://agroru.com/doska/tukovye-smesi-tukosmesi-razlichnyh-marok-92631.htm
1633,"Карбамид (мочевина) марки А, Б (N = 46,2%)",22000.00,за Тонну,"Томская область,  Томск", ,https://agroru.com/doska/karbamid-mochevina-marki-amp-quot-a-amp-quot-amp-quot-b-amp--56946.htm,07.04.2019,https://agroru.com/doska/karbamid-mochevina-marki-amp-quot-a-amp-quot-amp-quot-b-amp--56946.htm
1634,"Карбамид (мочевина) марки А, Б (N = 46,2%)",22000.00,за Тонну,"Новосибирская область,  Новосибирск", ,https://agroru.com/doska/karbamid-mochevina-marki-amp-quot-a-amp-quot-amp-quot-b-amp--6052.htm,07.04.2019,https://agroru.com/doska/karbamid-mochevina-marki-amp-quot-a-amp-quot-amp-quot-b-amp--6052.htm
1635,"Карбамид (мочевина) марки А, Б (N = 46,2%)",22000.00,за Тонну,"Омская область,  Омск", Ольга Викторовна Гажа,https://agroru.com/pages/252374/,07.04.2019,https://agroru.com/doska/karbamid-mochevina-marki-amp-quot-a-amp-quot-amp-quot-b-amp--98034.htm
1636,"ИАС ( N:Сa/ 27:20), АФК ( N:Ca:S/26:19:2)марка В",12000.00,за Тонну,"Сахалинская область,  Южно-Сахалинск", ,https://agroru.com/doska/ias-n-sa-27-20-afk-n-ca-s-26-19-2-marka-v-83849.htm,07.04.2019,https://agroru.com/doska/ias-n-sa-27-20-afk-n-ca-s-26-19-2-marka-v-83849.htm
1637,Туковые смеси (тукосмеси) различных марок,20000.00,за Тонну,"Р-ка Бурятия,  Улан-Удэ", ,https://agroru.com/doska/tukovye-smesi-tukosmesi-razlichnyh-marok-32059.htm,07.04.2019,https://agroru.com/doska/tukovye-smesi-tukosmesi-razlichnyh-marok-32059.htm
1638,"Карбамид (мочевина) марки А, Б (N = 46,2%)",22000.00,за Тонну,"Курганская область,  Курган", Ольга Викторовна Гажа,https://agroru.com/pages/252374/,07.04.2019,https://agroru.com/doska/karbamid-mochevina-marki-amp-quot-a-amp-quot-amp-quot-b-amp--72353.htm
1639,"ИАС ( N:Сa/ 27:20), АФК ( N:Ca:S/26:19:2)марка В",12000.00,за Тонну,"Приморский край,  Владивосток", ,https://agroru.com/doska/ias-n-sa-27-20-afk-n-ca-s-26-19-2-marka-v-66188.htm,07.04.2019,https://agroru.com/doska/ias-n-sa-27-20-afk-n-ca-s-26-19-2-marka-v-66188.htm
1640,Азотофосфат NP 33:3,13000.00,за Тонну,"Курганская область,  Курган", Ольга Викторовна Гажа,https://agroru.com/pages/252374/,07.04.2019,https://agroru.com/doska/azotofosfat-np-33-3-17478.htm
1641,Азотофосфат NP 33:3,13000.00,за Тонну,"Тюменская область,  Тюмень", Ольга Викторовна Гажа,https://agroru.com/pages/252374/,07.04.2019,https://agroru.com/doska/azotofosfat-np-33-3-90152.htm
1642,Азотофосфат NP 33:3,13000.00,за Тонну,"Омская область,  Омск", Ольга Викторовна Гажа,https://agroru.com/pages/252374/,07.04.2019,https://agroru.com/doska/azotofosfat-np-33-3-83194.htm
1643,"Селитра аммиачная, марка Б",17500.00,за Тонну,"Свердловская область,  Екатеринбург", ,https://agroru.com/doska/selitra-ammiachnaya-marka-b-55611.htm,07.04.2019,https://agroru.com/doska/selitra-ammiachnaya-marka-b-55611.htm
1644,Известково-аммиачная селитра марки Б и ИАС серосодержащая.,12000.00,за Тонну,"Хабаровский край,  Хабаровск", ,https://agroru.com/doska/izvestkovo-ammiachnaya-selitra-marki-b-i-ias-serosoderzhasch-22183.htm,07.04.2019,https://agroru.com/doska/izvestkovo-ammiachnaya-selitra-marki-b-i-ias-serosoderzhasch-22183.htm
1645,Туковые смеси (тукосмеси) различных марок,20000.00,за Тонну,"Еврейская А.О.,  Биробиджан", ,https://agroru.com/doska/tukovye-smesi-tukosmesi-razlichnyh-marok-77659.htm,07.04.2019,https://agroru.com/doska/tukovye-smesi-tukosmesi-razlichnyh-marok-77659.htm
1646,Азотофосфат NP 33:3,13000.00,за Тонну,"Новосибирская область,  Новосибирск", Ольга Викторовна Гажа,https://agroru.com/pages/252374/,07.04.2019,https://agroru.com/doska/azotofosfat-np-33-3-66442.htm
1647,Известково-аммиачная селитра марки Б и ИАС серосодержащая.,12000.00,за Тонну,"Амурская область,  Благовещенск", ,https://agroru.com/doska/izvestkovo-ammiachnaya-selitra-marki-b-i-ias-serosoderzhasch-20223.htm,07.04.2019,https://agroru.com/doska/izvestkovo-ammiachnaya-selitra-marki-b-i-ias-serosoderzhasch-20223.htm
1648,Азотофосфат NP 33:3,13000.00,за Тонну,"Томская область,  Томск", Ольга Викторовна Гажа,https://agroru.com/pages/252374/,07.04.2019,https://agroru.com/doska/azotofosfat-np-33-3-10593.htm
1649,Известково-аммиачная селитра марки Б и ИАС серосодержащая.,12000.00,за Тонну,"Забайкальский край,  Чита", ,https://agroru.com/doska/izvestkovo-ammiachnaya-selitra-marki-b-i-ias-serosoderzhasch-14198.htm,07.04.2019,https://agroru.com/doska/izvestkovo-ammiachnaya-selitra-marki-b-i-ias-serosoderzhasch-14198.htm
1650,Азотофосфат NP 33:3,13000.00,за Тонну,"Алтайский край,  Барнаул", Ольга Викторовна Гажа,https://agroru.com/pages/252374/,07.04.2019,https://agroru.com/doska/azotofosfat-np-33-3-16222.htm
1651,Азотофосфат NP 33:3,13000.00,за Тонну,"Кемеровская область,  Кемерово", Ольга Викторовна Гажа,https://agroru.com/pages/252374/,07.04.2019,https://agroru.com/doska/azotofosfat-np-33-3-11805.htm
